url,label
https://www.southbankmosaics.com,1
https://www.uni-mainz.de,1
https://www.voicefmradio.co.uk,1
https://www.sfnmjournal.com,1
https://www.rewildingargentina.org,1
https://www.globalreporting.org,1
https://www.saffronart.com,1
https://www.nerdscandy.com,1
https://www.hyderabadonline.in,1
https://www.aap.org,1
https://www.religionenlibertad.com,1
http://www.teramill.com,0
https://www.socialpolicy.org,1
https://www.aoh61.com,1
https://www.bulgariaski.com,1
https://www.brightika.com,1
https://www.motley.ie,1
https://www.funzine.hu,1
https://www.dixxon.com,1
https://www.ooty.ind.in,1
http://www.f0519141.xsph.ru,0
http://www.shprakserf.gq,0
https://www.cryptocompare.com,1
https://www.diariodealmeria.es,1
https://www.town.minamichita.lg.jp,1
https://www.bwresearch.com,1
https://www.musicvideoproduction.guru,1
https://service-mitld.firebaseapp.com/,0
http://www.kuradox92.lima-city.de,0
https://liuy-9a930.web.app/,0
https://www.landed.com,1
https://ipfs.io/ipfs/qmrvvyr84esa2assw9vvwupqjgsdn4c3dwkusfdwzdz3kn?clientid=noc@protocol.ai,0
http://att-103731-107123.weeblysite.com/,0
https://www.bikeseoul.com,1
https://hidok4f8zl.firebaseapp.com/,0
https://www.ibeani.co.uk,1
https://www.metroretrovintage.com,1
http://www.ooguy.com,0
https://www.vysor.io,1
http://www.fairytalesinc.com,0
http://www.iuhjn.pplink.club,0
https://mechinchem-5cb8a.web.app/,0
https://www.salutlive.com,1
https://www.recettessimples.fr,1
https://fb-restriction-case-97be5.web.app/,0
https://pontosapontamentolu.com/gclid/=/c/?gclid=ishecabh95cvbhb1eiwagy6m4vn7url3tlj5m_nu__lcyj4n06pqquydbh-56148buwwbmv7k1qejboci-isjw5_kiq,0
https://www.ainewsletter.com,1
https://www.marrugeku.com.au,1
https://www.sweatdrop.com,1
https://enjoyinn.cz/it/,0
https://koleckovyfest.cz/it/,0
https://koleckovyfest.cz/it,0
https://ca-espacefrance.com/,0
https://ca-espacefrance.com/start.php,0
http://allegrolokalnie.pl-oferta7972273.cfd,0
https://allegrolokalnie.52489602342096554.sbs/oferta/fanatec-csl-dd-8nm-i-kierownica-bmw-a48d8b,0
http://allegrolokalnie.387328752.cfd,0
https://allegrolokalnie.pl-7865.sbs,0
http://allegrolokalnie.52489602342096554.sbs,0
https://allegrolokalnie.pl-522947.sbs,0
https://allegrolokalnie.pl-7685.cfd,0
https://allegro.pl-93dw8.cfd,0
http://allegrolokalnie.pl-oferta6689400.sbs,0
https://allegro.pl-7685.cfd,0
http://allegrolokalnie.oferta473264239237232.sbs,0
https://allegrolokalnie.pl053293rezerwacja230231.sbs/?id=KCDKf26O6FEGhaefn5jN5kBhjiBn7E,0
https://allegrolokalnie.83033.cyou/ipad-109-gen-128gb-pencil/98730,0
http://allegrolokalnie.pl-ogloszenie-id5967429337.cyou,0
http://allegrolokalnie.7282p182xs28.lat,0
https://allegro.pl-522947.sbs,0
http://allegro.pl-ogloszenie-id5967429337.cyou,0
https://allegrolokalnie.pi-oferta54678.sbs,0
https://allegrolokalnie.pl-oferta1837584.cfd,0
http://allegro.pl-oferta9614533.cfd,0
http://allegro-lokalnie.95828382-d2.bond/,0
http://allegrolokalnie.rezerwacja6845264.sbs,0
https://allegro-lokalnie.95828382-d2.bond/,0
http://allegrolokalnie.pl-oferta9614533.cfd,0
http://allegrolokalnie.pl-oferta-1039013.cfd/oferta/hulajnoga-elektryczna-kukirin-g2/IVjdqrSGJudFwbw8VN,0
https://wdascde42dk494uhf339fdmwis93jyd025.view-opensso.sbs/auth/33108a83489aeba7cf589e5c4dcce6fb/zbmt.php,0
https://wdascde42dk494uhf339fdmwis93jyd025.view-opensso.sbs/auth/33108a83489aeba7cf589e5c4dcce6fb/webm.html,0
https://wDaScDe42DK494uhf339FdmwiS93jYd025.view-opensso.sbs/index.php,0
https://opalrivers93bend.blob.core.windows.net/tf5aqofiots/kYn9hx.html,0
https://links.truthsocial.com/link/116111230274494063,0
https://51-83-251-71.cprapid.com/ch/kasse.php?ausecgzvodo5wpzs3omv,0
https://jgpostrava.cz/it/,0
https://nikolkouklova.com/it/,0
https://instalaterpetr.cz/it/,0
https://katauto.eu/it/,0
https://ipko.shop/agree/i/,0
https://learn-pro-coins.zapier.app/,0
http://learn-pro-coins.zapier.app,0
https://gmx-mailer-update.weebly.com/,0
https://qrco.de/bgdUre,0
https://qulwdx.opticomresources.net/src/cp/sec.php?username=redacted@abuse.ionos.com&h=4A0A19343A1B17E533344A0A19218E082A218E082A343A1B17E533344A0A19218E082A343A1B17E5333409AF9D98F0F509AF9D98F0F5,0
https://kndtrvhucggga.envirotermcorp.com/he/index.php?username=redacted@abuse.ionos.com&domain=rascode.com&hash=713167645553-713167645553-713167645553,0
https://kndtrvhucggga.envirotermcorp.com/he/kndtrvhucggga?username=redacted@abuse.ionos.com&domain=rascode.com&hash=713167645553-713167645553-713167645553,0
https://trkamepn.com/,0
